name,gender,hairLength,elasticity,front_image,round,oval,oblong,square,heart,diamond,triangular,pear,ut,tt,tf,ff,fs,os,FilePath,image_encodings
Zac Efron Short Straight   Dark Blonde   Hairstyle  ,Men,Short,Straight,front_Zac Efron Short Straight   Dark Blonde   Hairstyle  _10079_Zac-Efron_copy_2.jpg,0,1,1,1,0,1,0,0,1,1,1,1,0,0,/content/drive/My Drive/MALE/front_Zac Efron Short Straight   Dark Blonde   Hairstyle  _10079_Zac-Efron_copy_2.jpg,"[-0.12454274  0.13589354  0.02038486 -0.06967975 -0.11405307 -0.0264671
  0.03951668 -0.07763895  0.21919107 -0.00586496  0.19977243 -0.00984634
 -0.29140502  0.05421221 -0.07140741  0.04423827 -0.17705466 -0.12112767
 -0.10490379 -0.09751758  0.09677877  0.05750591 -0.06130044  0.09441921
 -0.21203519 -0.23063901 -0.13344139 -0.15181962  0.06850253 -0.096613
  0.00803806  0.01423225 -0.18210563 -0.09777551  0.02579984 -0.03306101
 -0.0732061  -0.07953571  0.17808907  0.03227384 -0.07622346 -0.05873033
  0.05933643  0.27062336  0.21281055  0.06417313  0.03769717 -0.1185913
  0.09790616 -0.22697438  0.03552487  0.23962054  0.11314945  0.15208599
  0.08756278 -0.11238344  0.03153811  0.14609031 -0.22917619  0.16765359
  0.06625814 -0.10288215 -0.01322804 -0.03367572  0.15734598 -0.04103453
 -0.12237988 -0.08744838  0.22028914 -0.20244488 -0.10890599  0.05060746
 -0.07859454 -0.2607882  -0.23395713  0.09087989  0.39611468  0.23709069
 -0.14025317  0.09827031 -0.12205349 -0.13727941 -0.01305886  0.03970147
 -0.08967222 -0.05445788 -0.11750074  0.07906645  0.25777489 -0.02975946
  0.08711372  0.33306834  0.00290245 -0.05473874  0.02391333  0.09373497
 -0.18074587 -0.00212609 -0.04872469 -0.01994644  0.09094448 -0.09062456
  0.00402385  0.09007535 -0.16482913  0.14870837 -0.01867662 -0.06399667
 -0.11547869 -0.13426024 -0.14063184 -0.02791549  0.2262942  -0.22586831
  0.18098466  0.14319554  0.04410625  0.12358416  0.04135311  0.01442636
  0.05082257 -0.09226821 -0.13951084 -0.10598265  0.08280092 -0.06157343
  0.01068549  0.02198268]"
Justin Bieber Short Straight   Light Caramel Brunette   Hairstyle  ,Men,Short,Straight,front_Justin Bieber Short Straight   Light Caramel Brunette   Hairstyle  _Justin-Bieber.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Justin Bieber Short Straight   Light Caramel Brunette   Hairstyle  _Justin-Bieber.jpg,"[-0.10499071  0.09003151  0.09144118 -0.09763324 -0.16273049  0.06951869
 -0.05384488 -0.07675204  0.16409509 -0.1141794   0.32088912 -0.04445823
 -0.31915489 -0.03491414 -0.07844049  0.15049809 -0.17938623 -0.11055342
 -0.01898114 -0.05681544  0.12282705  0.08724027  0.01926196  0.04030857
 -0.22607517 -0.33907765 -0.05921115 -0.06655221 -0.08836176 -0.17551515
 -0.02216745  0.18606021 -0.13089328  0.03957143 -0.01411298  0.08605671
  0.00094588 -0.02988647  0.17065063  0.06276213 -0.17735197  0.10836593
 -0.04963912  0.30649287  0.21241088 -0.04311901  0.04558749 -0.08385167
  0.07047169 -0.29959613  0.09095652  0.21819364  0.08206909  0.01706967
 -0.00813322 -0.08617461 -0.09198061  0.17741708 -0.17543033  0.05476306
  0.13821763 -0.11981554  0.00635177 -0.09190567  0.12948717  0.1244562
 -0.16761966 -0.12354054  0.08054552 -0.07513126 -0.13300949  0.04912952
 -0.22991574 -0.22948948 -0.25996575  0.13703582  0.41066533  0.1393602
 -0.18306276  0.02766059 -0.09809628  0.01850762  0.0248808   0.04575135
 -0.03300588 -0.05819994 -0.08663324  0.15254945  0.19609822 -0.03759069
 -0.07707898  0.30640242  0.01638409  0.01673559  0.03827958  0.06941605
 -0.01908023  0.00390528 -0.11083345  0.03318559 -0.04687984 -0.08749676
 -0.02043457  0.0905557  -0.16219693  0.19674565 -0.04694195 -0.01912597
 -0.04614744 -0.0512205  -0.11473557  0.04084472  0.16314676 -0.2982749
  0.16687271  0.15768611  0.13757722  0.17576316  0.09987502  0.03185545
  0.02564077 -0.06053591 -0.13190907 -0.0646444   0.14812082  0.03685162
  0.09908441  0.02922949]"
Justin Bieber Short Straight    Chocolate Brunette   Hairstyle  ,Men,Short,Straight,front_Justin Bieber Short Straight    Chocolate Brunette   Hairstyle  _Justin-Bieber.jpg,1,1,0,0,1,0,1,0,1,1,1,1,0,0,/content/drive/My Drive/MALE/front_Justin Bieber Short Straight    Chocolate Brunette   Hairstyle  _Justin-Bieber.jpg,"[-0.11343691  0.05324993  0.03075896 -0.05597889 -0.10597771  0.03565521
 -0.0613065  -0.13777506  0.19418694 -0.16379015  0.25349241 -0.04111446
 -0.34323069  0.00676801 -0.06231442  0.1269106  -0.11312585 -0.11564165
 -0.03609864 -0.07235731  0.10476339  0.13031864  0.03625271  0.07198599
 -0.18079384 -0.33376792 -0.12214006 -0.07571617 -0.07668768 -0.08779415
 -0.00362347  0.15649401 -0.14013687  0.02608573  0.03066394  0.08266357
 -0.0420664  -0.09204069  0.18090162  0.07659584 -0.14130406 -0.01116164
 -0.00836241  0.28900313  0.11156769 -0.01400475  0.03475386 -0.11095872
  0.10551222 -0.36170042  0.08647893  0.22708961  0.04837064  0.06123758
  0.06938875 -0.13670683  0.00647874  0.16644694 -0.18446162  0.09877821
  0.09159634 -0.03449602 -0.02126039 -0.07440998  0.16139813  0.14712575
 -0.17060423 -0.07233563  0.11794328 -0.10750302 -0.10681523  0.07518303
 -0.2063559  -0.30909711 -0.23367448  0.09755813  0.4671014   0.18807372
 -0.14566337  0.03803722 -0.08635502 -0.00175961  0.04563829  0.02370746
 -0.05323364 -0.06755188 -0.0879052   0.11271794  0.25331971 -0.01953971
 -0.08088511  0.33720475  0.01050485  0.02741076  0.04896575  0.10193042
 -0.03729746 -0.06451138 -0.14191563  0.00682336  0.01356209 -0.0975175
 -0.06036115  0.08558302 -0.19803111  0.21322499 -0.00586334 -0.06824886
 -0.02030608 -0.04625119 -0.18810956  0.05733065  0.16939859 -0.2787382
  0.18131335  0.13062927  0.13121851  0.21499917  0.06736007  0.04550201
  0.01468307 -0.110419   -0.14314848 -0.15405951  0.13710314  0.05021786
  0.00387151  0.00206902]"
Justin Bieber Short Straight   Dark Brunette   Hairstyle  ,Men,Short,Straight,front_Justin Bieber Short Straight   Dark Brunette   Hairstyle  _Justin-Bieber.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Justin Bieber Short Straight   Dark Brunette   Hairstyle  _Justin-Bieber.jpg,"[-7.99998939e-02  4.15022448e-02  9.74987000e-02 -8.71726871e-02
 -8.39630738e-02  3.96043807e-02 -6.44218251e-02 -1.02626890e-01
  1.76621363e-01 -1.02361031e-01  2.20805526e-01 -3.18157449e-02
 -3.52385044e-01 -1.06683187e-02 -9.05559957e-03  1.44606084e-01
 -1.24783613e-01 -8.24855492e-02 -2.56706309e-02 -4.35977578e-02
  5.03746718e-02  7.47307837e-02  3.19755934e-02  6.40299469e-02
 -1.89216912e-01 -3.28959316e-01 -9.84975994e-02 -3.71648893e-02
 -1.35005191e-01 -8.59845877e-02 -2.12980695e-02  1.68824062e-01
 -1.81174785e-01  1.55663118e-04 -2.09819190e-02  4.68493924e-02
 -5.63515723e-02 -1.13104984e-01  1.47885144e-01  1.08499072e-01
 -1.47474393e-01  2.41332669e-02 -3.07118502e-02  2.60217518e-01
  8.51005465e-02  1.90573372e-03  6.89284354e-02 -1.25764072e-01
  1.31168708e-01 -3.21975678e-01  6.52322397e-02  1.77410543e-01
  4.54578549e-02  1.99517123e-02  3.30082374e-03 -1.58922628e-01
 -4.70740534e-03  1.66610554e-01 -1.93692178e-01  1.12373948e-01
  7.00579435e-02 -3.94460633e-02 -3.43051851e-02 -1.10466905e-01
  1.29521400e-01  1.49006724e-01 -1.49384499e-01 -5.48708700e-02
  6.90699592e-02 -3.89428698e-02 -5.98091334e-02  8.81076679e-02
 -2.11102471e-01 -3.16293031e-01 -2.83934563e-01  1.15076803e-01
  3.59872043e-01  1.36742339e-01 -1.66646346e-01 -5.81793599e-02
 -7.00952187e-02  3.09418291e-02  4.84379008e-02  6.42327815e-02
 -7.62933269e-02 -3.48971039e-02 -6.26692101e-02  1.25812888e-01
  2.44544327e-01 -3.00460309e-02 -6.80680051e-02  3.35555494e-01
  5.02170995e-02  3.56463231e-02 -2.14742515e-02  8.42091143e-02
 -3.51488069e-02 -3.05664875e-02 -1.71843931e-01  1.81266777e-02
  4.13263738e-02 -4.77159545e-02 -3.73792052e-02  9.74468887e-02
 -1.99531898e-01  1.59844995e-01  3.00020948e-02 -9.21135917e-02
 -5.35877515e-03 -6.20176420e-02 -1.79660052e-01 -1.10391378e-02
  1.48003131e-01 -2.42854059e-01  1.05789870e-01  1.83082923e-01
  1.42076731e-01  1.63206682e-01  6.07356131e-02  2.98166722e-02
 -1.98819339e-02 -9.26145464e-02 -1.23801962e-01 -5.98343499e-02
  2.14976877e-01  7.14491829e-02  2.44786944e-02 -2.03992203e-02]"
Justin Bieber Short Straight    Auburn Brunette   Hairstyle  ,Men,Short,Straight,front_Justin Bieber Short Straight    Auburn Brunette   Hairstyle  _Justin-Bieber.jpg,0,1,1,0,0,1,0,0,1,1,1,0,0,0,/content/drive/My Drive/MALE/front_Justin Bieber Short Straight    Auburn Brunette   Hairstyle  _Justin-Bieber.jpg,"[-0.1421304   0.12255477  0.04285816 -0.13532519 -0.12376611  0.06291762
 -0.01087608 -0.0929801   0.22236982 -0.13153142  0.21293472 -0.0427264
 -0.30200145 -0.053441   -0.04956024  0.13127139 -0.12258815 -0.13742447
 -0.04826636 -0.02420846  0.09587127  0.07606529  0.03007665  0.06742141
 -0.19684179 -0.38002947 -0.09412791 -0.09565251 -0.09391911 -0.12379971
  0.00309406  0.1090754  -0.17947531  0.00384329 -0.01829079  0.12605916
 -0.04632241 -0.06336464  0.16762117  0.10335651 -0.15209801  0.05513145
 -0.06675503  0.30836564  0.11274157 -0.05833366  0.03116718 -0.08840021
  0.1268778  -0.27926251  0.07188517  0.1844407   0.04205035  0.0838082
  0.09554322 -0.09297248  0.00319412  0.16358635 -0.18349908  0.04208352
  0.02892627  0.02278881  0.00834427 -0.10339661  0.14377458  0.12236641
 -0.14457776 -0.07459198  0.08805382 -0.07606554 -0.06000996  0.06567506
 -0.21323651 -0.2448035  -0.24453324  0.15208267  0.40053096  0.19937977
 -0.18536666 -0.07295959 -0.083519   -0.01394267  0.03863903  0.02311845
 -0.0714711   0.00898603 -0.04242961  0.13880494  0.21132697 -0.01114374
 -0.08522684  0.32864928  0.03879597  0.06581392  0.00756371  0.01719023
 -0.03044132 -0.01987364 -0.16423702  0.04187068 -0.00811585 -0.09306699
 -0.06299415  0.11487003 -0.18740521  0.14393198  0.03133801 -0.08000263
 -0.09739403  0.02638987 -0.20751917  0.00786967  0.15460686 -0.25689197
  0.19182906  0.2071937   0.10612556  0.13663839  0.08173376 -0.03596238
  0.01934961 -0.06452824 -0.07972455 -0.07299782  0.18204536  0.06701741
  0.00883017 -0.01810482]"
Bradley Cooper Short Wavy   Light Brunette   Hairstyle  ,Men,Short,Wavy,front_Bradley Cooper Short Wavy   Light Brunette   Hairstyle  _Bradley-Cooper.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Bradley Cooper Short Wavy   Light Brunette   Hairstyle  _Bradley-Cooper.jpg,"[-0.19196793  0.0451164   0.05473207 -0.06899212 -0.09676795  0.04324593
  0.03718104  0.02897912  0.26080275 -0.0237716   0.121534   -0.06112723
 -0.23779128 -0.01087258  0.0077024   0.10331017 -0.10295724 -0.06020713
 -0.15588719 -0.09173764 -0.00667625  0.07972594 -0.00223516  0.00499508
 -0.1103178  -0.26097605 -0.04452031 -0.19507812  0.10365774 -0.12910601
 -0.01226557  0.08802282 -0.14610709 -0.09659563  0.006327    0.09190428
 -0.02881657 -0.04075097  0.26971292 -0.05012592 -0.12020253 -0.00966298
  0.0436626   0.26686412  0.13619448 -0.03401459 -0.0226458  -0.0434371
  0.19692612 -0.30829749  0.06410395  0.11498249  0.1354637   0.09934919
  0.16250341 -0.19448189  0.1000091   0.16152395 -0.29936594  0.22008717
  0.0273322  -0.07891792 -0.12429009 -0.02739183  0.18140355  0.12334172
 -0.09863769 -0.21097007  0.11289593 -0.14604941  0.0432909   0.21267055
 -0.10908333 -0.18637109 -0.25712603  0.03780906  0.34692472  0.13740642
 -0.24831344  0.02358525 -0.02514848 -0.12285458  0.05333418  0.08961038
 -0.09981124 -0.01810623 -0.06761235  0.02747987  0.16840783  0.01420151
 -0.00938566  0.25846887  0.06888457 -0.00158332 -0.0466299   0.02800586
 -0.07244194 -0.11267002 -0.09377769 -0.02609389  0.14118814 -0.13828667
 -0.05043179  0.05388583 -0.23132651  0.20331684 -0.03872185 -0.0081316
 -0.07636612 -0.12822384 -0.03887261  0.1472216   0.28771877 -0.27677065
  0.19976647  0.14215696 -0.01026114  0.10818943 -0.00869478 -0.00742341
  0.02689127  0.03611681 -0.17968056 -0.06253206  0.04269008 -0.10341643
  0.00097214  0.06804574]"
Tom Cruise Short Straight   Dark Brunette   Hairstyle  ,Men,Short,Straight,front_Tom Cruise Short Straight   Dark Brunette   Hairstyle  _Tom-Cruise.jpg,1,1,1,1,0,0,0,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Tom Cruise Short Straight   Dark Brunette   Hairstyle  _Tom-Cruise.jpg,"[-0.11297151  0.16393907  0.03818659 -0.03370358 -0.17698258  0.13261186
  0.00682427 -0.02229211  0.24573165 -0.08894041  0.22707404  0.08789912
 -0.25451264 -0.01699767 -0.11549587  0.09756426 -0.15808021 -0.08841854
 -0.14015387 -0.14767519  0.05468731  0.07211972 -0.07550152  0.02627085
 -0.2601302  -0.22858277 -0.00079548 -0.04951245  0.05544783 -0.2295749
 -0.04277942  0.0952992  -0.15380758  0.00779841 -0.03226539  0.06458656
 -0.08778872 -0.0513151   0.20634532  0.04040444 -0.11902198  0.10069734
 -0.00798192  0.31018457  0.20186768 -0.02000068 -0.01862766 -0.07973464
  0.23887375 -0.3055166   0.024965    0.23152593  0.05905441  0.10798309
  0.09960603 -0.19661053 -0.03331153  0.14262457 -0.11907208  0.04618924
  0.01361247 -0.08123823 -0.06631872 -0.10903417  0.07348685  0.07788475
 -0.08189002 -0.15807612  0.10977188 -0.14577098 -0.01002425  0.17746554
 -0.07257293 -0.21175674 -0.157672    0.13067091  0.42703944  0.27144542
 -0.1753777  -0.01321158 -0.07955258 -0.04395394  0.08712994 -0.04694224
 -0.13458088 -0.04702905 -0.11848565  0.09619477  0.23259731  0.05283352
 -0.01473642  0.28554755  0.11445517 -0.00045351  0.01534483  0.0019071
 -0.15570183  0.00219172 -0.0781284  -0.02429144  0.0996837  -0.13832042
  0.00592439  0.0586712  -0.16834196  0.25124043 -0.01620025  0.04866414
 -0.02985573 -0.04362095 -0.15498038  0.11273241  0.22489952 -0.30416709
  0.21142991  0.10366998  0.02202033  0.14424168  0.12260225  0.03560814
 -0.05294452 -0.05204624 -0.09469241 -0.11571511  0.09520161 -0.11454296
  0.08630254 -0.03486404]"
Tom Cruise Short Straight     Hairstyle  ,Men,Short,Straight,front_Tom Cruise Short Straight     Hairstyle  _Tom-Cruise.jpg,0,1,1,1,0,1,0,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Tom Cruise Short Straight     Hairstyle  _Tom-Cruise.jpg,"[-0.05803749  0.1293795   0.01396209  0.00735945 -0.11247161  0.07980554
 -0.00941218 -0.03150195  0.21578763 -0.10213793  0.26642159  0.01893983
 -0.18466567 -0.07020687 -0.09945799  0.08127761 -0.14082938 -0.1132276
 -0.12795174 -0.09279878  0.02287237  0.0289583  -0.09399112  0.0034672
 -0.17610934 -0.32131103 -0.00195653 -0.07571055  0.0109414  -0.24244209
  0.04145414  0.08939781 -0.16900845 -0.02352771 -0.05285281  0.01141987
 -0.05796582 -0.00442995  0.15697815  0.03672955 -0.13588929  0.12472832
 -0.0366786   0.33901346  0.25710931  0.02405393 -0.04277226 -0.09651369
  0.22562453 -0.33361199 -0.01699266  0.20012654  0.04558108  0.03353511
  0.1432468  -0.14147283 -0.04700198  0.08066145 -0.11912366  0.05225542
 -0.01986865  0.00150784 -0.0276089  -0.10330051  0.10201371  0.05716712
 -0.07428044 -0.10261834  0.1389752  -0.1476617  -0.01509106  0.1159208
 -0.06722563 -0.24633765 -0.21159616  0.09058263  0.42467356  0.18604255
 -0.19275491  0.02381493 -0.06391958 -0.00806578  0.10699119 -0.04134066
 -0.0714617  -0.11763668 -0.10712436  0.05528506  0.22851494  0.04616582
 -0.04770505  0.21602161 -0.02387167 -0.02043504  0.02099321  0.01276622
 -0.13746698  0.05240908 -0.11892194 -0.01475294  0.07814646 -0.09194559
 -0.02541488  0.07730726 -0.16056761  0.22676265 -0.02244907  0.06424812
  0.00909312 -0.02401851 -0.11851041  0.1385635   0.20776996 -0.28730696
  0.27005777  0.09321541  0.00287811  0.13502364  0.08734146 -0.00625604
 -0.05690874 -0.03190341 -0.16266324 -0.11971771 -0.00365275 -0.08003215
  0.02196325 -0.04835788]"
Tom Cruise Short Straight   Dark Brunette   Hairstyle  ,Men,Short,Straight,front_Tom Cruise Short Straight   Dark Brunette   Hairstyle  _Tom-Cruise.jpg,1,1,0,0,1,0,1,0,1,1,1,1,0,0,/content/drive/My Drive/MALE/front_Tom Cruise Short Straight   Dark Brunette   Hairstyle  _Tom-Cruise.jpg,"[-0.11297151  0.16393907  0.03818659 -0.03370358 -0.17698258  0.13261186
  0.00682427 -0.02229211  0.24573165 -0.08894041  0.22707404  0.08789912
 -0.25451264 -0.01699767 -0.11549587  0.09756426 -0.15808021 -0.08841854
 -0.14015387 -0.14767519  0.05468731  0.07211972 -0.07550152  0.02627085
 -0.2601302  -0.22858277 -0.00079548 -0.04951245  0.05544783 -0.2295749
 -0.04277942  0.0952992  -0.15380758  0.00779841 -0.03226539  0.06458656
 -0.08778872 -0.0513151   0.20634532  0.04040444 -0.11902198  0.10069734
 -0.00798192  0.31018457  0.20186768 -0.02000068 -0.01862766 -0.07973464
  0.23887375 -0.3055166   0.024965    0.23152593  0.05905441  0.10798309
  0.09960603 -0.19661053 -0.03331153  0.14262457 -0.11907208  0.04618924
  0.01361247 -0.08123823 -0.06631872 -0.10903417  0.07348685  0.07788475
 -0.08189002 -0.15807612  0.10977188 -0.14577098 -0.01002425  0.17746554
 -0.07257293 -0.21175674 -0.157672    0.13067091  0.42703944  0.27144542
 -0.1753777  -0.01321158 -0.07955258 -0.04395394  0.08712994 -0.04694224
 -0.13458088 -0.04702905 -0.11848565  0.09619477  0.23259731  0.05283352
 -0.01473642  0.28554755  0.11445517 -0.00045351  0.01534483  0.0019071
 -0.15570183  0.00219172 -0.0781284  -0.02429144  0.0996837  -0.13832042
  0.00592439  0.0586712  -0.16834196  0.25124043 -0.01620025  0.04866414
 -0.02985573 -0.04362095 -0.15498038  0.11273241  0.22489952 -0.30416709
  0.21142991  0.10366998  0.02202033  0.14424168  0.12260225  0.03560814
 -0.05294452 -0.05204624 -0.09469241 -0.11571511  0.09520161 -0.11454296
  0.08630254 -0.03486404]"
Tom Cruise Short Straight   Chocolate   Hairstyle  ,Men,Short,Straight,front_Tom Cruise Short Straight   Chocolate   Hairstyle  _Tom-Cruise.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Tom Cruise Short Straight   Chocolate   Hairstyle  _Tom-Cruise.jpg,"[-0.13046026  0.16137391  0.04318056  0.05165134 -0.11890563  0.08871286
  0.00302271 -0.03700929  0.17488202 -0.05056248  0.26834452  0.0432284
 -0.20091826 -0.02617497 -0.09653309  0.02941354 -0.10005991 -0.07187811
 -0.17015629 -0.10625958  0.04961819  0.04406024 -0.05605347  0.02824484
 -0.22144853 -0.22801915 -0.02332794 -0.07798594  0.02246282 -0.16032466
 -0.0187161   0.06952073 -0.15173675 -0.07627885 -0.00244791  0.02820908
 -0.11058099  0.00666247  0.18753584 -0.08006692 -0.12750058  0.08718516
  0.03513552  0.31688336  0.22299251  0.00279706 -0.01909169 -0.1071464
  0.18318641 -0.28332752 -0.00983076  0.22995216  0.10330294  0.10841467
  0.13408248 -0.20367709 -0.02157758  0.11983737 -0.05963772  0.04563276
 -0.05612193 -0.06102037  0.01970799 -0.10116957  0.12339596  0.04787836
 -0.09231666 -0.15419947  0.1197487  -0.12693758  0.0105857   0.21898703
 -0.08392215 -0.26302394 -0.20457961  0.09141514  0.47439203  0.20044826
 -0.20591082  0.02796757 -0.10610507 -0.06802319  0.05644198  0.00236058
 -0.11378057 -0.05252159 -0.13544656  0.07334333  0.24151251  0.0135017
 -0.04366502  0.20141363  0.06787654 -0.01519485  0.06233736  0.03622671
 -0.17722736  0.01901016 -0.12489942  0.00337791  0.05025225 -0.10768238
 -0.01218656  0.06575444 -0.12546158  0.24276167 -0.01120344  0.05663493
 -0.07085939 -0.07338151 -0.0979232   0.14050138  0.21719533 -0.30316713
  0.22654048  0.04465078  0.00827286  0.17476131  0.10766217  0.01961923
 -0.0540738  -0.00329111 -0.13047835 -0.09645563  0.05197955 -0.12593248
  0.08693916 -0.03529816]"
Tom Cruise Short Straight   Light Chocolate Brunette   Hairstyle  ,Men,Short,Straight,front_Tom Cruise Short Straight   Light Chocolate Brunette   Hairstyle  _1385_Tom-Cruise.jpg,1,1,0,0,1,1,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Tom Cruise Short Straight   Light Chocolate Brunette   Hairstyle  _1385_Tom-Cruise.jpg,"[-0.15954894  0.19704038  0.01912934 -0.0266     -0.04367766  0.03524046
 -0.07312296 -0.03728726  0.24085999 -0.10001675  0.20606656  0.06569931
 -0.25729799 -0.09411823 -0.06424569  0.07639059 -0.13036123 -0.06677406
 -0.09850383 -0.01023499  0.1796394   0.05252068 -0.0421855   0.02284275
 -0.20286319 -0.25880322 -0.07742139 -0.05774241  0.00138126 -0.18847701
 -0.00135152  0.0339485  -0.17277917 -0.05688434 -0.01611849  0.125919
 -0.0209103  -0.0161021   0.14199434  0.01275281 -0.09132279  0.02740297
 -0.04045767  0.27234066  0.19688138 -0.01099717  0.00846586 -0.12484594
  0.16791251 -0.31968924  0.05209688  0.21618617  0.06513922  0.1379057
  0.15159428 -0.14902481  0.05281899  0.17349245 -0.16790438  0.05393811
  0.05911813 -0.01662655 -0.06798296 -0.02510996  0.09178621  0.06312556
 -0.14143288 -0.14427681  0.10891557 -0.1192335   0.01273794  0.15423781
 -0.08829462 -0.25490862 -0.20784311  0.12522681  0.45090827  0.26644355
 -0.19891712  0.03023382 -0.13687693 -0.06080965  0.06994495 -0.03279462
 -0.05417369 -0.05547624 -0.1041501   0.12142819  0.17115052  0.0722385
  0.01862888  0.28812689  0.08391671  0.02630468 -0.00353468  0.01244333
 -0.09745762 -0.01273716 -0.08240201 -0.00315228  0.05309641 -0.1015792
 -0.03792151  0.09122637 -0.1284302   0.21365498  0.02613312  0.0332133
 -0.01728685 -0.0431682  -0.17244864  0.06940752  0.16309482 -0.29333243
  0.19619904  0.10298752  0.02669976  0.12457232  0.08860669  0.09220048
  0.02395004 -0.07058479 -0.13784151 -0.08694652  0.05062989 -0.04345974
  0.00870926 -0.06064335]"
Adam Levine Short Straight     Hairstyle  ,Men,Short,Straight,front_Adam Levine Short Straight     Hairstyle  _Adam-Levine.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Adam Levine Short Straight     Hairstyle  _Adam-Levine.jpg,"[-0.10815352  0.14252941  0.01372899 -0.05554917 -0.15633611  0.12010063
 -0.00367111  0.0109017   0.17570798 -0.04931387  0.13977605  0.14013039
 -0.30009353  0.10164287 -0.07168318  0.02594128 -0.23810971 -0.01330855
 -0.10028647 -0.04173597  0.05121817  0.12002817  0.0067617  -0.02911333
 -0.09121893 -0.28060389 -0.08571421 -0.12752607  0.09626196 -0.1958652
  0.0647112  -0.02598275 -0.12484445 -0.04132826 -0.03682813 -0.01762971
 -0.06136137 -0.10570131  0.16864379  0.00142669 -0.09101902  0.05683836
 -0.00398701  0.3054772   0.13882124  0.02220868  0.02449457 -0.10376618
  0.14138438 -0.28006557  0.10081526  0.16000398  0.0898147   0.02932857
  0.0962329  -0.20891926  0.049305    0.13943686 -0.19917323  0.13493103
  0.09793036  0.02555642  0.00919513 -0.02164394  0.15717752  0.015476
 -0.13311084 -0.1204025   0.1272811  -0.13996477  0.00681361  0.0314612
 -0.12596846 -0.22452587 -0.18628578  0.12432119  0.35754246  0.1980757
 -0.09317226  0.06074062 -0.13341618 -0.05753341 -0.01626878  0.09476143
 -0.15236367 -0.06379014 -0.0763446   0.10283599  0.13143714  0.0313479
 -0.01029519  0.28401631  0.05574482 -0.08183757  0.0438282   0.04580791
 -0.18277477 -0.05233409 -0.07376213  0.01533703  0.07318615 -0.19702046
 -0.03102412  0.18906169 -0.18856721  0.1763193  -0.08215547 -0.02784175
  0.04969057 -0.08995567 -0.12948266 -0.00946151  0.24295849 -0.25505221
  0.17350475  0.16137433  0.02732527  0.14251769  0.07069328  0.08495697
  0.00572744  0.04119338 -0.23828541 -0.06213136  0.04875187 -0.09015231
 -0.02991656  0.00694393]"
Adam Levine Short Straight   Dark Mocha Brunette   Hairstyle  ,Men,Short,Straight,front_Adam Levine Short Straight   Dark Mocha Brunette   Hairstyle  _Adam-Levine.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Adam Levine Short Straight   Dark Mocha Brunette   Hairstyle  _Adam-Levine.jpg,"[-0.07198535  0.13462852  0.04711073 -0.070669   -0.1504114   0.1296438
  0.03721566  0.047       0.19489625 -0.01204527  0.14540787  0.1033636
 -0.31443328  0.06379871 -0.06003027  0.01095113 -0.20722681 -0.05666551
 -0.08518896 -0.039527    0.07353663  0.13561521 -0.00524789 -0.05037988
 -0.15829095 -0.26824942 -0.08155872 -0.11655471  0.07916798 -0.19646716
  0.0562232   0.01987511 -0.12622802 -0.05297168 -0.0219609  -0.00185866
 -0.11116897 -0.10013445  0.15926073  0.01676284 -0.09598986  0.10408337
  0.02230524  0.32170016  0.17107669  0.01417928  0.02461405 -0.08063172
  0.08347639 -0.33282101  0.10090899  0.19551362  0.05509787  0.06300477
  0.10588849 -0.20608231  0.01377533  0.14931388 -0.20075907  0.13623276
  0.10735545  0.01148246 -0.0152055  -0.03026299  0.14250579  0.01656047
 -0.14859375 -0.12848061  0.11420956 -0.13783927 -0.00828482  0.07323498
 -0.13949001 -0.19236632 -0.17669663  0.16524152  0.36858642  0.16142377
 -0.05893544  0.07702465 -0.12548573 -0.01126828 -0.05309211  0.05192352
 -0.15915102 -0.07030939 -0.0809536   0.12894329  0.10638894  0.02985961
 -0.00171985  0.26664162  0.06811783 -0.07366569  0.05369694  0.04599471
 -0.14581263 -0.05152938 -0.09275102  0.03080997  0.07178659 -0.20560367
 -0.02713314  0.19808209 -0.17305773  0.18289864 -0.06879999 -0.04877714
  0.03149816 -0.10900357 -0.1044654   0.03602323  0.22251037 -0.30404881
  0.16764966  0.14842914  0.04743103  0.11759614  0.07495388  0.05160738
  0.00093875  0.03948388 -0.2298723  -0.04741268  0.03406452 -0.07526441
 -0.03340067  0.01463089]"
